"","X","Date","Temperature_c","Type","Method","Site","Comments"
"14329",33532,"2009-04-02",30.2,"Max","TinyTag","SEGC",""
"14330",33542,"2009-04-03",31,"Max","TinyTag","SEGC",""
"14331",33552,"2009-04-04",33.1,"Max","TinyTag","SEGC",""
"14332",33562,"2009-04-05",33.1,"Max","TinyTag","SEGC",""
"14333",33572,"2009-04-06",30.6,"Max","TinyTag","SEGC",""
"14334",33582,"2009-04-07",33.9,"Max","TinyTag","SEGC",""
"14335",33592,"2009-04-08",32.6,"Max","TinyTag","SEGC",""
"14336",33602,"2009-04-09",31.8,"Max","TinyTag","SEGC",""
"14337",33613,"2009-04-10",30.2,"Max","TinyTag","SEGC",""
"14338",33622,"2009-04-11",33.5,"Max","TinyTag","SEGC",""
"14339",33632,"2009-04-12",33.9,"Max","TinyTag","SEGC",""
"14340",33642,"2009-04-13",26.5,"Max","TinyTag","SEGC",""
"14341",33652,"2009-04-14",31.8,"Max","TinyTag","SEGC",""
"14342",33662,"2009-04-15",32.6,"Max","TinyTag","SEGC",""
"14343",33672,"2009-04-16",31.8,"Max","TinyTag","SEGC",""
"14344",33682,"2009-04-17",27.9,"Max","TinyTag","SEGC",""
"14345",33692,"2009-04-18",31.4,"Max","TinyTag","SEGC",""
"14346",33702,"2009-04-19",32.2,"Max","TinyTag","SEGC",""
"14347",33713,"2009-04-20",33.1,"Max","TinyTag","SEGC",""
"14348",33722,"2009-04-21",33.9,"Max","TinyTag","SEGC",""
"14349",33732,"2009-04-22",32.6,"Max","TinyTag","SEGC",""
"14350",33742,"2009-04-23",30.2,"Max","TinyTag","SEGC",""
"14351",33752,"2009-04-24",33.9,"Max","TinyTag","SEGC",""
"14352",33762,"2009-04-25",32.6,"Max","TinyTag","SEGC",""
"14353",33772,"2009-04-26",27.9,"Max","TinyTag","SEGC",""
"14354",33782,"2009-04-27",29.4,"Max","TinyTag","SEGC",""
"14355",33792,"2009-04-28",32.2,"Max","TinyTag","SEGC",""
"14356",33802,"2009-04-29",31,"Max","TinyTag","SEGC",""
"14357",33813,"2009-04-30",31.4,"Max","TinyTag","SEGC",""
"14358",33822,"2009-05-01",31,"Max","TinyTag","SEGC",""
"14359",33832,"2009-05-02",31.8,"Max","TinyTag","SEGC",""
"14360",33842,"2009-05-03",32.6,"Max","TinyTag","SEGC",""
"14361",33852,"2009-05-04",32.6,"Max","TinyTag","SEGC",""
"14362",33862,"2009-05-05",25.1,"Max","TinyTag","SEGC",""
"14363",33872,"2009-05-06",26.5,"Max","TinyTag","SEGC",""
"14364",33882,"2009-05-07",31.4,"Max","TinyTag","SEGC",""
"14365",33892,"2009-05-08",32.2,"Max","TinyTag","SEGC",""
"14366",33902,"2009-05-09",27.9,"Max","TinyTag","SEGC",""
"14367",33913,"2009-05-10",29.1,"Max","TinyTag","SEGC",""
"14368",33922,"2009-05-11",31,"Max","TinyTag","SEGC",""
"14369",33932,"2009-05-12",29.1,"Max","TinyTag","SEGC",""
"14370",33942,"2009-05-13",32.2,"Max","TinyTag","SEGC",""
"14371",33952,"2009-05-14",29.8,"Max","TinyTag","SEGC",""
"14372",33962,"2009-05-15",31.4,"Max","TinyTag","SEGC",""
"14373",33972,"2009-05-16",32.2,"Max","TinyTag","SEGC",""
"14374",33982,"2009-05-17",32.6,"Max","TinyTag","SEGC",""
"14375",33992,"2009-05-18",33.5,"Max","TinyTag","SEGC",""
"14376",34002,"2009-05-19",33.1,"Max","TinyTag","SEGC",""
"14377",34013,"2009-05-20",32.6,"Max","TinyTag","SEGC",""
"14378",34022,"2009-05-21",30.2,"Max","TinyTag","SEGC",""
"14379",34032,"2009-05-22",29.4,"Max","TinyTag","SEGC",""
"14380",34042,"2009-05-23",31.4,"Max","TinyTag","SEGC",""
"14381",34052,"2009-05-24",28.7,"Max","TinyTag","SEGC",""
"14382",34062,"2009-05-25",31.8,"Max","TinyTag","SEGC",""
"14383",34072,"2009-05-26",31.4,"Max","TinyTag","SEGC",""
"14384",34082,"2009-05-27",30.6,"Max","TinyTag","SEGC",""
"14385",34092,"2009-05-28",30.2,"Max","TinyTag","SEGC",""
"14386",34103,"2009-05-29",31.8,"Max","TinyTag","SEGC",""
"14387",34113,"2009-05-30",30.6,"Max","TinyTag","SEGC",""
"14388",34122,"2009-05-31",31.8,"Max","TinyTag","SEGC",""
"14389",34132,"2009-06-01",32.6,"Max","TinyTag","SEGC",""
"14390",34142,"2009-06-02",31.8,"Max","TinyTag","SEGC",""
"14391",34152,"2009-06-03",31.8,"Max","TinyTag","SEGC",""
"14392",34162,"2009-06-04",31.8,"Max","TinyTag","SEGC",""
"14393",34172,"2009-06-05",29.4,"Max","TinyTag","SEGC",""
"14394",34182,"2009-06-06",30.6,"Max","TinyTag","SEGC",""
"14395",34192,"2009-06-07",30.2,"Max","TinyTag","SEGC",""
"14396",34201,"2009-06-08",30.6,"Max","TinyTag","SEGC",""
"14397",34212,"2009-06-09",29.8,"Max","TinyTag","SEGC",""
"14398",34221,"2009-06-10",29.4,"Max","TinyTag","SEGC",""
"14399",34232,"2009-06-11",29.8,"Max","TinyTag","SEGC",""
"14400",34242,"2009-06-12",29.4,"Max","TinyTag","SEGC",""
"14401",34252,"2009-06-13",30.2,"Max","TinyTag","SEGC",""
"14402",34262,"2009-06-14",30.6,"Max","TinyTag","SEGC",""
"14403",34272,"2009-06-15",29.1,"Max","TinyTag","SEGC",""
"14404",34282,"2009-06-16",29.1,"Max","TinyTag","SEGC",""
"14405",34292,"2009-06-17",28.3,"Max","TinyTag","SEGC",""
"14406",34302,"2009-06-18",29.4,"Max","TinyTag","SEGC",""
"14407",34313,"2009-06-19",28.7,"Max","TinyTag","SEGC",""
"14408",34322,"2009-06-20",29.1,"Max","TinyTag","SEGC",""
"14409",34332,"2009-06-21",29.4,"Max","TinyTag","SEGC",""
"14410",34342,"2009-06-22",29.1,"Max","TinyTag","SEGC",""
"14411",34352,"2009-06-23",28.7,"Max","TinyTag","SEGC",""
"14412",34362,"2009-06-24",29.4,"Max","TinyTag","SEGC",""
"14413",34372,"2009-06-25",30.2,"Max","TinyTag","SEGC",""
"14414",34382,"2009-06-26",28.3,"Max","TinyTag","SEGC",""
"14415",34392,"2009-06-27",26.1,"Max","TinyTag","SEGC",""
"14416",34402,"2009-06-28",26.9,"Max","TinyTag","SEGC",""
"14417",34413,"2009-06-29",26.5,"Max","TinyTag","SEGC",""
"14418",34422,"2009-06-30",29.8,"Max","TinyTag","SEGC",""
"14419",34432,"2009-07-01",27.6,"Max","TinyTag","SEGC",""
"14420",34442,"2009-07-02",28.7,"Max","TinyTag","SEGC",""
"14421",34452,"2009-07-03",28.3,"Max","TinyTag","SEGC",""
"14422",34462,"2009-07-04",30.2,"Max","TinyTag","SEGC",""
"14423",34472,"2009-07-05",27.9,"Max","TinyTag","SEGC",""
"14424",34482,"2009-07-06",28.3,"Max","TinyTag","SEGC",""
"14425",34492,"2009-07-07",28.3,"Max","TinyTag","SEGC",""
"14426",34502,"2009-07-08",27.6,"Max","TinyTag","SEGC",""
"14427",34513,"2009-07-09",24.7,"Max","TinyTag","SEGC",""
"14428",34521,"2009-07-10",27.2,"Max","TinyTag","SEGC",""
"14429",34531,"2009-07-11",27.2,"Max","TinyTag","SEGC",""
"14430",34541,"2009-07-12",25.8,"Max","TinyTag","SEGC",""
"14431",34552,"2009-07-13",26.5,"Max","TinyTag","SEGC",""
"14432",34562,"2009-07-14",27.6,"Max","TinyTag","SEGC",""
"14433",34572,"2009-07-15",28.7,"Max","TinyTag","SEGC",""
"14434",34582,"2009-07-16",28.7,"Max","TinyTag","SEGC",""
"14435",34592,"2009-07-17",27.6,"Max","TinyTag","SEGC",""
"14436",34602,"2009-07-18",24.1,"Max","TinyTag","SEGC",""
"14437",34613,"2009-07-19",26.5,"Max","TinyTag","SEGC",""
"14438",34622,"2009-07-20",27.9,"Max","TinyTag","SEGC",""
"14439",34632,"2009-07-21",28.3,"Max","TinyTag","SEGC",""
"14440",34642,"2009-07-22",26.1,"Max","TinyTag","SEGC",""
"14441",34652,"2009-07-23",26.9,"Max","TinyTag","SEGC",""
"14442",34662,"2009-07-24",27.6,"Max","TinyTag","SEGC",""
"14443",34672,"2009-07-25",29.8,"Max","TinyTag","SEGC",""
"14444",34682,"2009-07-26",28.3,"Max","TinyTag","SEGC",""
"14445",34692,"2009-07-27",25.1,"Max","TinyTag","SEGC",""
"14446",34702,"2009-07-28",29.1,"Max","TinyTag","SEGC",""
"14447",34713,"2009-07-29",26.1,"Max","TinyTag","SEGC",""
"14448",34722,"2009-07-30",27.2,"Max","TinyTag","SEGC",""
"14449",34732,"2009-07-31",26.1,"Max","TinyTag","SEGC",""
"14450",34742,"2009-08-01",26.5,"Max","TinyTag","SEGC",""
"14451",34752,"2009-08-02",27.9,"Max","TinyTag","SEGC",""
"14452",34762,"2009-08-03",27.2,"Max","TinyTag","SEGC",""
"14453",34772,"2009-08-04",27.2,"Max","TinyTag","SEGC",""
"14454",34782,"2009-08-05",27.2,"Max","TinyTag","SEGC",""
"14455",34792,"2009-08-06",29.1,"Max","TinyTag","SEGC",""
"14456",34802,"2009-08-07",29.4,"Max","TinyTag","SEGC",""
"14457",34813,"2009-08-08",28.7,"Max","TinyTag","SEGC",""
"14458",34822,"2009-08-09",26.9,"Max","TinyTag","SEGC",""
"14459",34832,"2009-08-10",26.9,"Max","TinyTag","SEGC",""
"14460",34842,"2009-08-11",25.8,"Max","TinyTag","SEGC",""
"14461",34852,"2009-08-12",29.1,"Max","TinyTag","SEGC",""
"14462",34862,"2009-08-13",28.3,"Max","TinyTag","SEGC",""
"14463",34872,"2009-08-14",29.4,"Max","TinyTag","SEGC",""
"14464",34882,"2009-08-15",30.2,"Max","TinyTag","SEGC",""
"14465",34892,"2009-08-16",27.2,"Max","TinyTag","SEGC",""
"14466",34902,"2009-08-17",29.4,"Max","TinyTag","SEGC",""
"14467",34913,"2009-08-18",30.2,"Max","TinyTag","SEGC",""
"14468",34922,"2009-08-19",27.9,"Max","TinyTag","SEGC",""
"14469",34932,"2009-08-20",28.3,"Max","TinyTag","SEGC",""
"14470",34942,"2009-08-21",29.4,"Max","TinyTag","SEGC",""
"14471",34952,"2009-08-22",28.7,"Max","TinyTag","SEGC",""
"14472",34962,"2009-08-23",29.4,"Max","TinyTag","SEGC",""
"14473",34972,"2009-08-24",30.6,"Max","TinyTag","SEGC",""
"14474",34982,"2009-08-25",29.4,"Max","TinyTag","SEGC",""
"14475",34992,"2009-08-26",30.2,"Max","TinyTag","SEGC",""
"14476",35002,"2009-08-27",30.6,"Max","TinyTag","SEGC",""
"14477",35013,"2009-08-28",29.4,"Max","TinyTag","SEGC",""
"14478",35022,"2009-08-29",26.5,"Max","TinyTag","SEGC",""
"14479",35032,"2009-08-30",24.7,"Max","TinyTag","SEGC",""
"14480",35042,"2009-08-31",27.9,"Max","TinyTag","SEGC",""
"14481",35052,"2009-09-01",25.8,"Max","TinyTag","SEGC",""
"14482",35062,"2009-09-02",29.8,"Max","TinyTag","SEGC",""
"14483",35072,"2009-09-03",31,"Max","TinyTag","SEGC",""
"14484",35082,"2009-09-04",31.4,"Max","TinyTag","SEGC",""
"14485",35092,"2009-09-05",29.8,"Max","TinyTag","SEGC",""
"14486",35103,"2009-09-06",29.1,"Max","TinyTag","SEGC",""
"14487",35113,"2009-09-07",28.3,"Max","TinyTag","SEGC",""
"14488",35122,"2009-09-08",31,"Max","TinyTag","SEGC",""
"14489",35132,"2009-09-09",31.8,"Max","TinyTag","SEGC",""
"14490",35142,"2009-09-10",30.2,"Max","TinyTag","SEGC",""
"14491",35152,"2009-09-11",29.4,"Max","TinyTag","SEGC",""
"14492",35162,"2009-09-12",31,"Max","TinyTag","SEGC",""
"14493",35172,"2009-09-13",31,"Max","TinyTag","SEGC",""
"14494",35182,"2009-09-14",30.2,"Max","TinyTag","SEGC",""
"14495",35192,"2009-09-15",30.2,"Max","TinyTag","SEGC",""
"14496",35202,"2009-09-16",28.7,"Max","TinyTag","SEGC",""
"14497",35213,"2009-09-17",33.1,"Max","TinyTag","SEGC",""
"14498",35222,"2009-09-18",32.6,"Max","TinyTag","SEGC",""
"14499",35232,"2009-09-19",28.3,"Max","TinyTag","SEGC",""
"14500",35262,"2009-10-08",30.2,"Max","TinyTag","SEGC",""
"14501",35272,"2009-10-09",31.4,"Max","TinyTag","SEGC",""
"14502",35282,"2009-10-10",35.2,"Max","TinyTag","SEGC",""
"14503",35292,"2009-10-11",31,"Max","TinyTag","SEGC",""
"14504",35302,"2009-10-12",31.8,"Max","TinyTag","SEGC",""
"14505",35313,"2009-10-13",24.1,"Max","TinyTag","SEGC",""
"14506",35322,"2009-10-14",33.1,"Max","TinyTag","SEGC",""
"14507",35332,"2009-10-15",33.1,"Max","TinyTag","SEGC",""
"14508",35342,"2009-10-16",31.4,"Max","TinyTag","SEGC",""
"14509",35352,"2009-10-17",33.1,"Max","TinyTag","SEGC",""
"14510",35362,"2009-10-18",33.9,"Max","TinyTag","SEGC",""
"14511",35372,"2009-10-19",29.1,"Max","TinyTag","SEGC",""
"14512",35382,"2009-10-20",30.6,"Max","TinyTag","SEGC",""
"14513",35392,"2009-10-21",32.2,"Max","TinyTag","SEGC",""
"14514",35402,"2009-10-22",24.1,"Max","TinyTag","SEGC",""
"14515",35413,"2009-10-23",32.6,"Max","TinyTag","SEGC",""
"14516",35422,"2009-10-24",27.9,"Max","TinyTag","SEGC",""
"14517",35432,"2009-10-25",31.8,"Max","TinyTag","SEGC",""
"14518",35442,"2009-10-26",33.5,"Max","TinyTag","SEGC",""
"14519",35452,"2009-10-27",31.8,"Max","TinyTag","SEGC",""
"14520",35462,"2009-10-28",32.6,"Max","TinyTag","SEGC",""
"14521",35472,"2009-10-29",32.2,"Max","TinyTag","SEGC",""
"14522",35482,"2009-10-30",33.5,"Max","TinyTag","SEGC",""
"14523",35492,"2009-10-31",34.3,"Max","TinyTag","SEGC",""
"14524",35502,"2009-11-01",30.6,"Max","TinyTag","SEGC",""
"14525",35513,"2009-11-02",33.1,"Max","TinyTag","SEGC",""
"14526",35522,"2009-11-03",32.2,"Max","TinyTag","SEGC",""
"14527",35532,"2009-11-04",32.6,"Max","TinyTag","SEGC",""
"14528",35542,"2009-11-05",31.4,"Max","TinyTag","SEGC",""
"14529",35552,"2009-11-06",31,"Max","TinyTag","SEGC",""
"14530",35562,"2009-11-07",30.6,"Max","TinyTag","SEGC",""
"14531",35572,"2009-11-08",33.5,"Max","TinyTag","SEGC",""
"14532",35582,"2009-11-09",27.2,"Max","TinyTag","SEGC",""
"14533",35592,"2009-11-10",32.2,"Max","TinyTag","SEGC",""
"14534",35602,"2009-11-11",32.6,"Max","TinyTag","SEGC",""
"14535",35613,"2009-11-12",31.8,"Max","TinyTag","SEGC",""
"14536",35622,"2009-11-13",33.5,"Max","TinyTag","SEGC",""
"14537",35632,"2009-11-14",27.6,"Max","TinyTag","SEGC",""
"14538",35642,"2009-11-15",29.8,"Max","TinyTag","SEGC",""
"14539",35652,"2009-11-16",31.8,"Max","TinyTag","SEGC",""
"14540",35662,"2009-11-17",33.9,"Max","TinyTag","SEGC",""
"14541",35672,"2009-11-18",33.9,"Max","TinyTag","SEGC",""
"14542",35682,"2009-11-19",25.1,"Max","TinyTag","SEGC",""
"14543",35692,"2009-11-20",31,"Max","TinyTag","SEGC",""
"14544",35702,"2009-11-21",32.2,"Max","TinyTag","SEGC",""
"14545",35713,"2009-11-22",32.6,"Max","TinyTag","SEGC",""
"14546",35722,"2009-11-23",31.4,"Max","TinyTag","SEGC",""
"14547",35732,"2009-11-24",33.1,"Max","TinyTag","SEGC",""
"14548",35742,"2009-11-25",31.8,"Max","TinyTag","SEGC",""
"14549",35752,"2009-11-26",25.4,"Max","TinyTag","SEGC",""
"14550",35762,"2009-11-27",31,"Max","TinyTag","SEGC",""
"14551",35772,"2009-11-28",32.2,"Max","TinyTag","SEGC",""
"14552",35782,"2009-11-29",33.5,"Max","TinyTag","SEGC",""
"14553",35792,"2009-11-30",33.9,"Max","TinyTag","SEGC",""
"14554",35802,"2009-12-01",32.6,"Max","TinyTag","SEGC",""
"14555",35813,"2009-12-02",30.2,"Max","TinyTag","SEGC",""
"14556",35822,"2009-12-03",34.3,"Max","TinyTag","SEGC",""
"14557",35832,"2009-12-04",33.1,"Max","TinyTag","SEGC",""
"14558",35842,"2009-12-05",27.2,"Max","TinyTag","SEGC",""
"14559",35852,"2009-12-06",29.4,"Max","TinyTag","SEGC",""
"14560",35862,"2009-12-07",32.2,"Max","TinyTag","SEGC",""
"14561",35872,"2009-12-08",28.7,"Max","TinyTag","SEGC",""
"14562",35882,"2009-12-09",30.2,"Max","TinyTag","SEGC",""
"14563",35892,"2009-12-10",29.1,"Max","TinyTag","SEGC",""
"14564",35902,"2009-12-11",33.1,"Max","TinyTag","SEGC",""
"14565",35913,"2009-12-12",33.9,"Max","TinyTag","SEGC",""
"14566",35922,"2009-12-13",31.4,"Max","TinyTag","SEGC",""
"14567",35932,"2009-12-14",29.1,"Max","TinyTag","SEGC",""
"14568",35942,"2009-12-15",29.1,"Max","TinyTag","SEGC",""
"14569",35952,"2009-12-16",33.1,"Max","TinyTag","SEGC",""
"14570",35962,"2009-12-17",33.9,"Max","TinyTag","SEGC",""
"14571",35972,"2009-12-18",33.9,"Max","TinyTag","SEGC",""
"14572",35982,"2009-12-19",33.1,"Max","TinyTag","SEGC",""
"14573",35992,"2009-12-20",32.2,"Max","TinyTag","SEGC",""
"14574",36002,"2009-12-21",33.9,"Max","TinyTag","SEGC",""
"14575",36013,"2009-12-22",27.9,"Max","TinyTag","SEGC",""
"14576",36022,"2009-12-23",29.8,"Max","TinyTag","SEGC",""
"14577",36032,"2009-12-24",31,"Max","TinyTag","SEGC",""
"14578",36042,"2009-12-25",33.1,"Max","TinyTag","SEGC",""
"14579",36052,"2009-12-26",31,"Max","TinyTag","SEGC",""
"14580",36062,"2009-12-27",31.4,"Max","TinyTag","SEGC",""
"14581",36072,"2009-12-28",33.5,"Max","TinyTag","SEGC",""
"14582",36082,"2009-12-29",31.4,"Max","TinyTag","SEGC",""
"14583",36091,"2009-12-30",33.1,"Max","TinyTag","SEGC",""
"14584",36102,"2009-12-31",32.2,"Max","TinyTag","SEGC",""
"14585",36112,"2010-01-01",31.4,"Max","TinyTag","SEGC",""
"14586",36122,"2010-01-02",32.6,"Max","TinyTag","SEGC",""
"14587",36132,"2010-01-03",31.8,"Max","TinyTag","SEGC",""
"14588",36142,"2010-01-04",32.2,"Max","TinyTag","SEGC",""
"14589",36152,"2010-01-05",33.1,"Max","TinyTag","SEGC",""
"14590",36162,"2010-01-06",28.3,"Max","TinyTag","SEGC",""
"14591",36172,"2010-01-07",31.8,"Max","TinyTag","SEGC",""
"14592",36182,"2010-01-08",32.6,"Max","TinyTag","SEGC",""
"14593",36192,"2010-01-09",33.1,"Max","TinyTag","SEGC",""
"14594",36202,"2010-01-10",34.8,"Max","TinyTag","SEGC",""
"14595",36213,"2010-01-11",33.9,"Max","TinyTag","SEGC",""
"14596",36222,"2010-01-12",30.6,"Max","TinyTag","SEGC",""
"14597",36232,"2010-01-13",31.4,"Max","TinyTag","SEGC",""
"14598",36242,"2010-01-14",33.1,"Max","TinyTag","SEGC",""
"14599",36252,"2010-01-15",31,"Max","TinyTag","SEGC",""
"14600",36262,"2010-01-16",33.1,"Max","TinyTag","SEGC",""
"14601",36272,"2010-01-17",27.9,"Max","TinyTag","SEGC",""
"14602",36282,"2010-01-18",33.5,"Max","TinyTag","SEGC",""
"14603",36292,"2010-01-19",33.1,"Max","TinyTag","SEGC",""
"14604",36302,"2010-01-20",34.3,"Max","TinyTag","SEGC",""
"14605",36313,"2010-01-21",33.9,"Max","TinyTag","SEGC",""
"14606",36322,"2010-01-22",33.1,"Max","TinyTag","SEGC",""
"14607",36332,"2010-01-23",33.1,"Max","TinyTag","SEGC",""
"14608",36342,"2010-01-24",27.6,"Max","TinyTag","SEGC",""
"14609",36352,"2010-01-25",30.2,"Max","TinyTag","SEGC",""
"14610",36362,"2010-01-26",27.2,"Max","TinyTag","SEGC",""
"14611",36372,"2010-01-27",27.2,"Max","TinyTag","SEGC",""
"14612",36382,"2010-01-28",32.6,"Max","TinyTag","SEGC",""
"14613",36392,"2010-01-29",34.8,"Max","TinyTag","SEGC",""
"14614",36402,"2010-01-30",34.3,"Max","TinyTag","SEGC",""
"14615",36413,"2010-01-31",35.7,"Max","TinyTag","SEGC",""
"14616",36422,"2010-02-01",35.2,"Max","TinyTag","SEGC",""
"14617",36432,"2010-02-02",34.3,"Max","TinyTag","SEGC",""
"14618",36442,"2010-02-03",31,"Max","TinyTag","SEGC",""
"14619",36452,"2010-02-04",34.8,"Max","TinyTag","SEGC",""
"14620",36462,"2010-02-05",35.2,"Max","TinyTag","SEGC",""
"14621",36472,"2010-02-06",34.8,"Max","TinyTag","SEGC",""
"14622",36482,"2010-02-07",32.2,"Max","TinyTag","SEGC",""
"14623",36492,"2010-02-08",29.4,"Max","TinyTag","SEGC",""
"14624",36502,"2010-02-09",32.2,"Max","TinyTag","SEGC",""
"14625",36513,"2010-02-10",33.1,"Max","TinyTag","SEGC",""
"14626",36522,"2010-02-11",28.7,"Max","TinyTag","SEGC",""
"14627",36532,"2010-02-12",34.3,"Max","TinyTag","SEGC",""
"14628",36542,"2010-02-13",35.2,"Max","TinyTag","SEGC",""
"14629",36552,"2010-02-14",34.8,"Max","TinyTag","SEGC",""
"14630",36562,"2010-02-15",34.8,"Max","TinyTag","SEGC",""
"14631",36572,"2010-02-16",33.5,"Max","TinyTag","SEGC",""
"14632",36582,"2010-02-17",34.3,"Max","TinyTag","SEGC",""
"14633",36592,"2010-02-18",35.2,"Max","TinyTag","SEGC",""
"14634",36602,"2010-02-19",34.8,"Max","TinyTag","SEGC",""
"14635",36613,"2010-02-20",33.1,"Max","TinyTag","SEGC",""
"14636",36622,"2010-02-21",34.8,"Max","TinyTag","SEGC",""
"14637",36632,"2010-02-22",35.2,"Max","TinyTag","SEGC",""
"14638",36642,"2010-02-23",33.1,"Max","TinyTag","SEGC",""
"14639",36652,"2010-02-24",34.3,"Max","TinyTag","SEGC",""
"14640",36662,"2010-02-25",34.8,"Max","TinyTag","SEGC",""
"14641",36672,"2010-02-26",35.2,"Max","TinyTag","SEGC",""
"14642",36682,"2010-02-27",31.4,"Max","TinyTag","SEGC",""
"14643",36692,"2010-02-28",33.1,"Max","TinyTag","SEGC",""
"14644",36702,"2010-03-01",35.7,"Max","TinyTag","SEGC",""
"14645",36713,"2010-03-02",36.6,"Max","TinyTag","SEGC",""
"14646",36722,"2010-03-03",33.9,"Max","TinyTag","SEGC",""
"14647",36732,"2010-03-04",33.1,"Max","TinyTag","SEGC",""
"14648",36742,"2010-03-05",30.2,"Max","TinyTag","SEGC",""
"14649",36752,"2010-03-06",34.3,"Max","TinyTag","SEGC",""
"14650",36762,"2010-03-07",32.2,"Max","TinyTag","SEGC",""
"14651",36772,"2010-03-08",33.1,"Max","TinyTag","SEGC",""
"14652",36782,"2010-03-09",29.1,"Max","TinyTag","SEGC",""
"14653",36792,"2010-03-10",32.6,"Max","TinyTag","SEGC",""
"14654",36802,"2010-03-11",34.3,"Max","TinyTag","SEGC",""
"14655",36813,"2010-03-12",34.3,"Max","TinyTag","SEGC",""
"14656",36822,"2010-03-13",33.5,"Max","TinyTag","SEGC",""
"14657",36832,"2010-03-14",31.8,"Max","TinyTag","SEGC",""
"14658",36842,"2010-03-15",34.8,"Max","TinyTag","SEGC",""
"14659",36852,"2010-03-16",33.9,"Max","TinyTag","SEGC",""
"14660",36862,"2010-03-17",32.6,"Max","TinyTag","SEGC",""
"14661",36872,"2010-03-18",31,"Max","TinyTag","SEGC",""
"14662",36882,"2010-03-19",33.5,"Max","TinyTag","SEGC",""
"14663",36892,"2010-03-20",32.6,"Max","TinyTag","SEGC",""
"14664",36902,"2010-03-21",31,"Max","TinyTag","SEGC",""
"14665",36913,"2010-03-22",28.3,"Max","TinyTag","SEGC",""
"14666",36922,"2010-03-23",32.6,"Max","TinyTag","SEGC",""
"14667",36932,"2010-03-24",33.9,"Max","TinyTag","SEGC",""
"14668",36942,"2010-03-25",34.8,"Max","TinyTag","SEGC",""
"14669",36952,"2010-03-26",31.8,"Max","TinyTag","SEGC",""
"14670",36962,"2010-03-27",33.5,"Max","TinyTag","SEGC",""
"14671",36972,"2010-03-28",33.9,"Max","TinyTag","SEGC",""
"14672",36982,"2010-03-29",33.9,"Max","TinyTag","SEGC",""
"14673",36992,"2010-03-30",32.6,"Max","TinyTag","SEGC",""
"14674",37002,"2010-03-31",33.9,"Max","TinyTag","SEGC",""
"14675",37013,"2010-04-01",31.4,"Max","TinyTag","SEGC",""
"14676",37022,"2010-04-02",33.9,"Max","TinyTag","SEGC",""
"14677",37032,"2010-04-03",32.2,"Max","TinyTag","SEGC",""
"14678",37042,"2010-04-04",34.3,"Max","TinyTag","SEGC",""
"14679",37052,"2010-04-05",27.2,"Max","TinyTag","SEGC",""
"14680",37062,"2010-04-06",32.2,"Max","TinyTag","SEGC",""
"14681",37072,"2010-04-07",31.8,"Max","TinyTag","SEGC",""
"14682",37082,"2010-04-08",34.3,"Max","TinyTag","SEGC",""
"14683",37092,"2010-04-09",32.6,"Max","TinyTag","SEGC",""
"14684",37103,"2010-04-10",33.5,"Max","TinyTag","SEGC",""
"14685",37113,"2010-04-11",31,"Max","TinyTag","SEGC",""
"14686",37122,"2010-04-12",34.3,"Max","TinyTag","SEGC",""
"14687",37132,"2010-04-13",31.8,"Max","TinyTag","SEGC",""
"14688",37142,"2010-04-14",33.5,"Max","TinyTag","SEGC",""
"14689",37152,"2010-04-15",33.1,"Max","TinyTag","SEGC",""
"14690",37162,"2010-04-16",34.3,"Max","TinyTag","SEGC",""
"14691",37172,"2010-04-17",33.9,"Max","TinyTag","SEGC",""
"14692",37182,"2010-04-18",33.9,"Max","TinyTag","SEGC",""
"14693",37192,"2010-04-19",33.1,"Max","TinyTag","SEGC",""
"14694",37202,"2010-04-20",33.9,"Max","TinyTag","SEGC",""
"14695",37213,"2010-04-21",33.5,"Max","TinyTag","SEGC",""
"14696",37222,"2010-04-22",28.3,"Max","TinyTag","SEGC",""
"14697",37232,"2010-04-23",31.8,"Max","TinyTag","SEGC",""
"14698",37242,"2010-04-24",33.9,"Max","TinyTag","SEGC",""
"14699",37252,"2010-04-25",32.6,"Max","TinyTag","SEGC",""
"14700",37262,"2010-04-26",32.2,"Max","TinyTag","SEGC",""
"14701",37272,"2010-04-27",33.1,"Max","TinyTag","SEGC",""
"14702",37282,"2010-04-28",32.2,"Max","TinyTag","SEGC",""
"14703",37292,"2010-04-29",31,"Max","TinyTag","SEGC",""
"14704",37302,"2010-04-30",31.8,"Max","TinyTag","SEGC",""
"14705",37313,"2010-05-01",32.2,"Max","TinyTag","SEGC",""
"14706",37322,"2010-05-02",31.4,"Max","TinyTag","SEGC",""
"14707",37332,"2010-05-03",30.6,"Max","TinyTag","SEGC",""
"14708",37342,"2010-05-04",31,"Max","TinyTag","SEGC",""
"14709",37352,"2010-05-05",31.8,"Max","TinyTag","SEGC",""
"14710",37362,"2010-05-06",30.2,"Max","TinyTag","SEGC",""
"14711",37372,"2010-05-07",31.8,"Max","TinyTag","SEGC",""
"14712",37381,"2010-05-08",33.1,"Max","TinyTag","SEGC",""
"14713",37392,"2010-05-09",30.6,"Max","TinyTag","SEGC",""
"14714",37402,"2010-05-10",31.8,"Max","TinyTag","SEGC",""
