"Month","DOY","Solar_Wm2","Solar_Wm2_10days","Solar_Wm2_month","Dayof2019"
12,338,133.949722222222,159.195264423077,160.924631243323,2025-12-04
12,339,187.823303952991,159.708639423077,160.924631243323,2025-12-05
12,340,151.954722222222,157.650899839744,160.924631243323,2025-12-06
12,341,143.809618055556,160.574760950855,160.924631243323,2025-12-07
12,342,188.044861111111,165.665184561966,160.924631243323,2025-12-08
12,343,167.743715277778,165.103608173077,160.924631243323,2025-12-09
12,344,201.737916666667,159.853690972222,160.924631243323,2025-12-10
12,345,120.267708333333,162.630052083333,160.924631243323,2025-12-11
12,346,148.689652777778,168.313927083333,160.924631243323,2025-12-12
12,347,212.630625,172.280565972222,160.924631243323,2025-12-13
12,348,128.333958333333,173.172829861111,160.924631243323,2025-12-14
12,349,135.324131944444,164.24725,160.924631243323,2025-12-15
12,350,179.718333333333,167.867420138889,160.924631243323,2025-12-16
12,351,200.648368055555,168.731263888889,160.924631243323,2025-12-17
12,352,227.71125,165.784604166667,160.924631243323,2025-12-18
12,353,176.666354166667,169.219892361111,160.924631243323,2025-12-19
12,354,112.482118055556,169.457086805556,160.924631243323,2025-12-20
12,355,156.469409722222,166.663548611111,160.924631243323,2025-12-21
12,356,157.328090277778,165.788065972222,160.924631243323,2025-12-22
12,357,183.164027777778,158.89925,160.924631243323,2025-12-23
12,358,162.686840277777,155.840069444444,160.924631243323,2025-12-24
12,359,137.696076388889,164.380034722222,160.924631243323,2025-12-25
12,360,151.782951388889,165.808072916667,160.924631243323,2025-12-26
12,361,191.893541666666,159.623180555556,160.924631243323,2025-12-27
12,362,158.823090277778,157.007530864197,160.924631243323,2025-12-28
12,363,146.074548611111,156.2976171875,160.924631243323,2025-12-29
12,364,197.881770833333,158.95498015873,160.924631243323,2025-12-30
12,365,170.749791666667,160.150318287037,160.924631243323,2025-12-31
12,366,95.4791666666667,153.801673611111,160.924631243323,NA
