DateTime,%leafs,%flowers,%fruits,Days_since_start,Period,Day_of_Period,%leaves_roll2D,%flowers_roll2D,%fruits_roll2D
2024-06-11 10:00:00,75.0,0.0,0.0,369.0,1,4.0,75.0,0.0,0.0
2024-06-12 10:00:00,75.0,0.0,0.0,370.0,1,5.0,75.0,0.0,0.0
2024-06-13 10:00:00,75.0,0.0,0.0,371.0,1,6.0,75.0,0.0,0.0
2024-06-14 10:00:00,75.0,0.0,0.0,372.0,1,7.0,75.0,0.0,0.0
2024-06-15 10:00:00,75.0,0.0,0.0,373.0,1,8.0,75.0,0.0,0.0
2024-06-16 10:00:00,75.0,0.0,0.0,374.0,1,9.0,75.0,0.0,0.0
2024-06-17 10:00:00,75.0,0.0,0.0,375.0,1,10.0,75.0,0.0,0.0
2024-06-18 10:00:00,75.0,0.0,0.0,376.0,1,11.0,75.0,0.0,0.0
2024-06-19 10:00:00,75.0,0.0,0.0,377.0,1,12.0,75.0,0.0,0.0
2024-06-20 10:00:00,75.0,0.0,0.0,378.0,1,13.0,75.0,0.0,0.0
2024-06-21 10:00:00,75.0,0.0,0.0,379.0,1,14.0,75.0,0.0,0.0
2024-06-22 10:00:00,75.0,0.0,0.0,380.0,1,15.0,75.0,0.0,0.0
2024-06-23 10:00:00,75.0,0.0,0.0,381.0,1,16.0,75.0,0.0,0.0
2024-06-24 10:00:00,75.0,0.0,0.0,382.0,1,17.0,75.0,0.0,0.0
2024-06-25 10:00:00,75.0,0.0,0.0,383.0,1,18.0,75.0,0.0,0.0
2024-06-26 10:00:00,75.0,0.0,0.0,384.0,1,19.0,75.0,0.0,0.0
2024-06-27 10:00:00,75.0,0.0,0.0,385.0,1,20.0,75.0,0.0,0.0
2024-06-28 10:00:00,75.0,0.0,0.0,386.0,1,21.0,75.0,0.0,0.0
2024-06-29 10:00:00,75.0,0.0,0.0,387.0,1,22.0,75.0,0.0,0.0
2024-06-30 10:00:00,75.0,0.0,0.0,388.0,1,23.0,75.0,0.0,0.0
2024-07-01 10:00:00,75.0,0.0,0.0,389.0,1,24.0,75.0,0.0,0.0
2024-07-02 10:00:00,75.0,0.0,0.0,390.0,1,25.0,75.0,0.0,0.0
2024-07-03 10:00:00,75.0,0.0,0.0,391.0,1,26.0,75.0,0.0,0.0
2024-07-04 10:00:00,75.0,0.0,0.0,392.0,1,27.0,75.0,0.0,0.0
2024-07-05 10:00:00,75.0,0.0,0.0,393.0,1,28.0,75.0,0.0,0.0
2024-07-06 10:00:00,75.0,0.0,0.0,394.0,1,29.0,75.0,0.0,0.0
2024-07-07 10:00:00,75.0,0.0,0.0,395.0,1,30.0,75.0,0.0,0.0
2024-07-08 10:00:00,75.0,0.0,0.0,396.0,1,31.0,75.0,0.0,0.0
2024-07-09 10:00:00,75.0,0.0,0.0,397.0,1,32.0,75.0,0.0,0.0
2024-07-10 10:00:00,75.0,0.0,0.0,398.0,1,33.0,75.0,0.0,0.0
2024-07-11 10:00:00,75.0,0.0,0.0,399.0,1,34.0,75.0,0.0,0.0
2024-07-12 10:00:00,75.0,0.0,0.0,400.0,1,35.0,75.0,0.0,0.0
2024-07-13 10:00:00,,,,401.0,1,36.0,75.0,0.0,0.0
2024-07-14 10:00:00,,,,402.0,1,37.0,,,
2024-07-15 10:00:00,,,,403.0,1,38.0,,,
2024-07-16 10:00:00,,,,404.0,1,39.0,,,
2024-07-17 10:00:00,,,,405.0,1,40.0,,,
2024-07-18 10:00:00,,,,406.0,1,41.0,,,
2024-07-19 10:00:00,,,,407.0,1,42.0,,,
2024-07-20 10:00:00,,,,408.0,1,43.0,,,
2024-07-21 10:00:00,,,,409.0,1,44.0,,,
2024-07-22 10:00:00,,,,410.0,1,45.0,,,
2024-07-23 10:00:00,,,,411.0,1,46.0,,,
2024-07-24 10:00:00,,,,412.0,1,47.0,,,
2024-07-25 10:00:00,,,,413.0,1,48.0,,,
2024-07-26 10:00:00,,,,414.0,1,49.0,,,
2024-07-27 10:00:00,,,,415.0,1,50.0,,,
2024-07-28 10:00:00,,,,416.0,1,51.0,,,
2024-07-29 10:00:00,,,,417.0,1,52.0,,,
2024-07-30 10:00:00,,,,418.0,1,53.0,,,
2024-07-31 10:00:00,,,,419.0,1,54.0,,,
2024-08-01 10:00:00,,,,420.0,1,55.0,,,
2024-08-02 10:00:00,,,,421.0,1,56.0,,,
2024-08-03 10:00:00,,,,422.0,1,57.0,,,
2024-08-04 10:00:00,,,,423.0,1,58.0,,,
2024-08-05 10:00:00,,,,424.0,1,59.0,,,
2024-08-06 10:00:00,,,,425.0,1,60.0,,,
2024-08-07 10:00:00,,,,426.0,1,61.0,,,
2024-08-08 10:00:00,,,,427.0,1,62.0,,,
2024-08-09 10:00:00,,,,428.0,1,63.0,,,
2024-08-10 10:00:00,,,,429.0,1,64.0,,,
2024-08-11 10:00:00,,,,430.0,1,65.0,,,
2024-08-12 10:00:00,,,,431.0,1,66.0,,,
2024-08-13 10:00:00,,,,432.0,1,67.0,,,
2024-08-14 10:00:00,,,,433.0,1,68.0,,,
2024-08-15 10:00:00,,,,434.0,1,69.0,,,
2024-08-16 10:00:00,,,,435.0,1,70.0,,,
2024-08-17 10:00:00,,,,436.0,1,71.0,,,
2024-08-18 10:00:00,,,,437.0,1,72.0,,,
2024-08-19 10:00:00,,,,438.0,1,73.0,,,
2024-08-20 10:00:00,,,,439.0,1,74.0,,,
2024-08-21 10:00:00,,,,440.0,1,75.0,,,
2024-08-22 10:00:00,,,,441.0,1,76.0,,,
2024-08-23 10:00:00,,,,442.0,1,77.0,,,
2024-08-24 10:00:00,,,,443.0,1,78.0,,,
2024-08-25 10:00:00,,,,444.0,1,79.0,,,
2024-08-26 10:00:00,,,,445.0,1,80.0,,,
2024-08-27 10:00:00,,,,446.0,1,81.0,,,
2024-08-28 10:00:00,,,,447.0,1,82.0,,,
2024-08-29 10:00:00,,,,448.0,1,83.0,,,
2024-08-30 10:00:00,,,,449.0,1,84.0,,,
2024-08-31 10:00:00,,,,450.0,1,85.0,,,
2024-09-01 10:00:00,,,,451.0,1,86.0,,,
2024-09-02 10:00:00,,,,452.0,1,87.0,,,
2024-09-03 10:00:00,,,,453.0,1,88.0,,,
2024-09-04 10:00:00,,,,454.0,1,89.0,,,
2024-09-05 10:00:00,,,,455.0,1,90.0,,,
2024-09-06 10:00:00,,,,456.0,1,91.0,,,
2024-09-07 10:00:00,,,,457.0,1,92.0,,,
2024-09-08 10:00:00,,,,458.0,1,93.0,,,
2024-09-09 10:00:00,,,,459.0,1,94.0,,,
2024-09-10 10:00:00,,,,460.0,1,95.0,,,
2024-09-11 10:00:00,,,,461.0,1,96.0,,,
2024-09-12 10:00:00,,,,462.0,1,97.0,,,
2024-09-13 10:00:00,,,,463.0,1,98.0,,,
2024-09-14 10:00:00,,,,464.0,1,99.0,,,
2024-09-15 10:00:00,,,,465.0,1,100.0,,,
2024-09-16 10:00:00,,,,466.0,1,101.0,,,
2024-09-17 10:00:00,,,,467.0,1,102.0,,,
2024-09-18 10:00:00,,,,468.0,1,103.0,,,
2024-09-19 10:00:00,,,,469.0,1,104.0,,,
2024-09-20 10:00:00,,,,470.0,1,105.0,,,
2024-09-21 10:00:00,,,,471.0,1,106.0,,,
2024-09-22 10:00:00,,,,472.0,1,107.0,,,
2024-09-23 10:00:00,,,,473.0,1,108.0,,,
2024-09-24 10:00:00,,,,474.0,1,109.0,,,
2024-09-25 10:00:00,,,,475.0,1,110.0,,,
2024-09-26 10:00:00,,,,476.0,1,111.0,,,
2024-09-27 10:00:00,,,,477.0,1,112.0,,,
2024-09-28 10:00:00,,,,478.0,1,113.0,,,
2024-09-29 10:00:00,,,,479.0,1,114.0,,,
2024-09-30 10:00:00,,,,480.0,1,115.0,,,
2024-10-01 10:00:00,,,,481.0,1,116.0,,,
2024-10-02 10:00:00,,,,482.0,1,117.0,,,
2024-10-03 10:00:00,,,,483.0,1,118.0,,,
2024-10-04 10:00:00,,,,484.0,1,119.0,,,
2024-10-05 10:00:00,,,,485.0,1,120.0,,,
2024-10-06 10:00:00,,,,486.0,1,121.0,,,
2024-10-07 10:00:00,,,,487.0,1,122.0,,,
2024-10-08 10:00:00,,,,488.0,1,123.0,,,
2024-10-09 10:00:00,,,,489.0,1,124.0,,,
2024-10-10 10:00:00,,,,490.0,1,125.0,,,
2024-10-11 10:00:00,,,,491.0,1,126.0,,,
2024-10-12 10:00:00,,,,492.0,1,127.0,,,
2024-10-13 10:00:00,,,,493.0,1,128.0,,,
2024-10-14 10:00:00,,,,494.0,1,129.0,,,
2024-10-15 10:00:00,,,,495.0,1,130.0,,,
2024-10-16 10:00:00,,,,496.0,1,131.0,,,
2024-10-17 10:00:00,,,,497.0,1,132.0,,,
2024-10-18 10:00:00,,,,498.0,1,133.0,,,
2024-10-19 10:00:00,,,,499.0,1,134.0,,,
2024-10-20 10:00:00,,,,500.0,1,135.0,,,
2024-10-21 10:00:00,,,,501.0,1,136.0,,,
2024-10-22 10:00:00,0.0,0.0,0.0,502.0,1,137.0,0.0,0.0,0.0
2024-10-23 10:00:00,25.0,0.0,0.0,503.0,1,138.0,12.5,0.0,0.0
2024-10-24 10:00:00,25.0,0.0,0.0,504.0,1,139.0,25.0,0.0,0.0
2024-10-25 10:00:00,25.0,0.0,0.0,505.0,1,140.0,25.0,0.0,0.0
2024-10-26 10:00:00,50.0,0.0,0.0,506.0,1,141.0,37.5,0.0,0.0
2024-10-27 10:00:00,50.0,0.0,0.0,507.0,1,142.0,50.0,0.0,0.0
2024-10-28 10:00:00,50.0,0.0,0.0,508.0,1,143.0,50.0,0.0,0.0
2024-10-29 10:00:00,66.66666666666667,0.0,0.0,509.0,1,144.0,58.333333333333336,0.0,0.0
2024-10-30 10:00:00,75.0,0.0,0.0,510.0,1,145.0,70.83333333333334,0.0,0.0
2024-10-31 10:00:00,75.0,0.0,0.0,511.0,1,146.0,75.0,0.0,0.0
2024-11-01 10:00:00,75.0,0.0,0.0,512.0,1,147.0,75.0,0.0,0.0
2024-11-02 10:00:00,75.0,0.0,0.0,513.0,1,148.0,75.0,0.0,0.0
2024-11-03 10:00:00,75.0,0.0,0.0,514.0,1,149.0,75.0,0.0,0.0
2024-11-04 10:00:00,75.0,0.0,0.0,515.0,1,150.0,75.0,0.0,0.0
2024-11-05 10:00:00,75.0,0.0,0.0,516.0,1,151.0,75.0,0.0,0.0
2024-11-06 10:00:00,75.0,0.0,0.0,517.0,1,152.0,75.0,0.0,0.0
2024-11-07 10:00:00,75.0,0.0,0.0,518.0,1,153.0,75.0,0.0,0.0
2024-11-08 10:00:00,75.0,100.0,0.0,519.0,1,154.0,75.0,50.0,0.0
2024-11-09 10:00:00,75.0,100.0,0.0,520.0,1,155.0,75.0,100.0,0.0
2024-11-10 10:00:00,75.0,12.5,0.0,521.0,1,156.0,75.0,56.25,0.0
2024-11-11 10:00:00,75.0,0.0,25.0,522.0,1,157.0,75.0,6.25,12.5
2024-11-12 10:00:00,75.0,0.0,25.0,523.0,1,158.0,75.0,0.0,25.0
2024-11-13 10:00:00,75.0,0.0,41.66666666666666,524.0,1,159.0,75.0,0.0,33.33333333333333
2024-11-14 10:00:00,75.0,0.0,50.0,525.0,1,160.0,75.0,0.0,45.83333333333333
2024-11-15 10:00:00,75.0,0.0,0.0,526.0,1,161.0,75.0,0.0,25.0
2024-11-16 10:00:00,75.0,0.0,0.0,527.0,1,162.0,75.0,0.0,0.0
2024-11-17 10:00:00,75.0,16.666666666666668,0.0,528.0,1,163.0,75.0,8.333333333333334,0.0
2024-11-18 10:00:00,75.0,16.666666666666668,0.0,529.0,1,164.0,75.0,16.666666666666668,0.0
2024-11-19 10:00:00,75.0,0.0,0.0,530.0,1,165.0,75.0,8.333333333333334,0.0
2024-11-20 10:00:00,75.0,0.0,0.0,531.0,1,166.0,75.0,0.0,0.0
2024-11-21 10:00:00,75.0,0.0,0.0,532.0,1,167.0,75.0,0.0,0.0
2024-11-22 10:00:00,75.0,0.0,0.0,533.0,1,168.0,75.0,0.0,0.0
2024-11-23 10:00:00,75.0,0.0,0.0,534.0,1,169.0,75.0,0.0,0.0
2024-11-24 10:00:00,75.0,0.0,0.0,535.0,1,170.0,75.0,0.0,0.0
2024-11-25 10:00:00,75.0,0.0,0.0,536.0,1,171.0,75.0,0.0,0.0
2024-11-26 10:00:00,75.0,0.0,0.0,537.0,1,172.0,75.0,0.0,0.0
2024-11-27 10:00:00,75.0,0.0,0.0,538.0,1,173.0,75.0,0.0,0.0
2024-11-28 10:00:00,75.0,0.0,0.0,539.0,1,174.0,75.0,0.0,0.0
2024-11-29 10:00:00,75.0,0.0,0.0,540.0,1,175.0,75.0,0.0,0.0
2024-11-30 10:00:00,75.0,0.0,0.0,541.0,1,176.0,75.0,0.0,0.0
2024-12-01 10:00:00,75.0,0.0,0.0,542.0,1,177.0,75.0,0.0,0.0
2024-12-02 10:00:00,75.0,0.0,0.0,543.0,1,178.0,75.0,0.0,0.0
2024-12-03 10:00:00,75.0,0.0,0.0,544.0,1,179.0,75.0,0.0,0.0
2024-12-04 10:00:00,75.0,0.0,0.0,545.0,1,180.0,75.0,0.0,0.0
2024-12-05 10:00:00,75.0,0.0,0.0,546.0,1,181.0,75.0,0.0,0.0
2024-12-06 10:00:00,75.0,0.0,0.0,547.0,1,182.0,75.0,0.0,0.0
2024-12-07 10:00:00,75.0,0.0,0.0,548.0,1,183.0,75.0,0.0,0.0
2024-12-08 10:00:00,75.0,0.0,0.0,549.0,1,184.0,75.0,0.0,0.0
2024-12-09 10:00:00,75.0,0.0,0.0,550.0,1,185.0,75.0,0.0,0.0
2024-12-10 10:00:00,75.0,0.0,0.0,551.0,1,186.0,75.0,0.0,0.0
2024-12-11 10:00:00,75.0,0.0,0.0,552.0,1,187.0,75.0,0.0,0.0
2024-12-12 10:00:00,75.0,0.0,0.0,553.0,1,188.0,75.0,0.0,0.0
2024-12-13 10:00:00,75.0,0.0,0.0,554.0,1,189.0,75.0,0.0,0.0
2024-12-14 10:00:00,75.0,0.0,0.0,555.0,1,190.0,75.0,0.0,0.0
2024-12-15 10:00:00,75.0,0.0,0.0,556.0,1,191.0,75.0,0.0,0.0
2024-12-16 10:00:00,75.0,0.0,0.0,557.0,1,192.0,75.0,0.0,0.0
2024-12-17 10:00:00,75.0,0.0,0.0,558.0,1,193.0,75.0,0.0,0.0
2024-12-18 10:00:00,75.0,0.0,0.0,559.0,1,194.0,75.0,0.0,0.0
2024-12-19 10:00:00,75.0,0.0,0.0,560.0,1,195.0,75.0,0.0,0.0
2024-12-20 10:00:00,75.0,0.0,0.0,561.0,1,196.0,75.0,0.0,0.0
2024-12-21 10:00:00,75.0,0.0,0.0,562.0,1,197.0,75.0,0.0,0.0
2024-12-22 10:00:00,75.0,0.0,0.0,563.0,1,198.0,75.0,0.0,0.0
2024-12-23 10:00:00,75.0,0.0,0.0,564.0,1,199.0,75.0,0.0,0.0
2024-12-24 10:00:00,75.0,0.0,0.0,565.0,1,200.0,75.0,0.0,0.0
2024-12-25 10:00:00,75.0,0.0,0.0,566.0,1,201.0,75.0,0.0,0.0
2024-12-26 10:00:00,75.0,0.0,0.0,567.0,1,202.0,75.0,0.0,0.0
2024-12-27 10:00:00,75.0,0.0,0.0,568.0,1,203.0,75.0,0.0,0.0
2024-12-28 10:00:00,75.0,0.0,0.0,569.0,1,204.0,75.0,0.0,0.0
2024-12-29 10:00:00,75.0,0.0,0.0,570.0,1,205.0,75.0,0.0,0.0
2024-12-30 10:00:00,75.0,0.0,0.0,571.0,1,206.0,75.0,0.0,0.0
2024-12-31 10:00:00,75.0,0.0,0.0,572.0,1,207.0,75.0,0.0,0.0
2025-01-01 10:00:00,75.0,0.0,0.0,573.0,1,208.0,75.0,0.0,0.0
2025-01-02 10:00:00,75.0,0.0,0.0,574.0,1,209.0,75.0,0.0,0.0
2025-01-03 10:00:00,75.0,0.0,0.0,575.0,1,210.0,75.0,0.0,0.0
2025-01-04 10:00:00,75.0,0.0,0.0,576.0,1,211.0,75.0,0.0,0.0
2025-01-05 10:00:00,75.0,0.0,0.0,577.0,1,212.0,75.0,0.0,0.0
2025-01-06 10:00:00,75.0,0.0,0.0,578.0,1,213.0,75.0,0.0,0.0
2025-01-07 10:00:00,75.0,0.0,0.0,579.0,1,214.0,75.0,0.0,0.0
2025-01-08 10:00:00,75.0,0.0,0.0,580.0,1,215.0,75.0,0.0,0.0
2025-01-09 10:00:00,75.0,0.0,0.0,581.0,1,216.0,75.0,0.0,0.0
2025-01-10 10:00:00,75.0,0.0,0.0,582.0,1,217.0,75.0,0.0,0.0
2025-01-11 10:00:00,75.0,0.0,0.0,583.0,1,218.0,75.0,0.0,0.0
2025-01-12 10:00:00,75.0,0.0,0.0,584.0,1,219.0,75.0,0.0,0.0
2025-01-13 10:00:00,75.0,0.0,0.0,585.0,1,220.0,75.0,0.0,0.0
2025-01-14 10:00:00,75.0,0.0,0.0,586.0,1,221.0,75.0,0.0,0.0
2025-01-15 10:00:00,75.0,0.0,0.0,587.0,1,222.0,75.0,0.0,0.0
2025-01-16 10:00:00,75.0,0.0,0.0,588.0,1,223.0,75.0,0.0,0.0
2025-01-17 10:00:00,75.0,0.0,0.0,589.0,1,224.0,75.0,0.0,0.0
2025-01-18 10:00:00,75.0,0.0,0.0,590.0,1,225.0,75.0,0.0,0.0
2025-01-19 10:00:00,75.0,0.0,0.0,591.0,1,226.0,75.0,0.0,0.0
2025-01-20 10:00:00,75.0,0.0,0.0,592.0,1,227.0,75.0,0.0,0.0
2025-01-21 10:00:00,75.0,0.0,0.0,593.0,1,228.0,75.0,0.0,0.0
2025-01-22 10:00:00,75.0,0.0,0.0,594.0,1,229.0,75.0,0.0,0.0
2025-01-23 10:00:00,75.0,0.0,0.0,595.0,1,230.0,75.0,0.0,0.0
2025-01-24 10:00:00,75.0,0.0,0.0,596.0,1,231.0,75.0,0.0,0.0
2025-01-25 10:00:00,75.0,0.0,0.0,597.0,1,232.0,75.0,0.0,0.0
2025-01-26 10:00:00,75.0,0.0,0.0,598.0,1,233.0,75.0,0.0,0.0
2025-01-27 10:00:00,75.0,0.0,0.0,599.0,1,234.0,75.0,0.0,0.0
2025-01-28 10:00:00,75.0,0.0,0.0,600.0,1,235.0,75.0,0.0,0.0
2025-01-29 10:00:00,75.0,0.0,0.0,601.0,1,236.0,75.0,0.0,0.0
2025-01-30 10:00:00,75.0,0.0,0.0,602.0,1,237.0,75.0,0.0,0.0
